vehicle_id,timestamp,speed,route_id,trip_id,latitude,longitude,trip_headsign
8948,2016-12-16T05:34:02-06:00,5.36448,1,1669511,30.417875,-97.66703,1-Metric/South Congress-SB
8948,2016-12-16T05:35:59-06:00,11.176,1,1669511,30.423733,-97.66966,1-Metric/South Congress-SB
8948,2016-12-16T05:37:59-06:00,10.28192,1,1669511,30.423843,-97.68052,1-Metric/South Congress-SB
8948,2016-12-16T05:39:59-06:00,13.4112,1,1669511,30.416088,-97.68632,1-Metric/South Congress-SB
8948,2016-12-16T05:41:59-06:00,0.0,1,1669511,30.413448,-97.6905,1-Metric/South Congress-SB
8948,2016-12-16T05:43:59-06:00,0.0,1,1669511,30.412237,-97.69132,1-Metric/South Congress-SB
8948,2016-12-16T05:45:59-06:00,0.0,1,1669511,30.412266,-97.69132,1-Metric/South Congress-SB
8948,2016-12-16T05:48:16-06:00,14.30528,1,1669511,30.411385,-97.69278,1-Metric/South Congress-SB
8948,2016-12-16T05:49:58-06:00,10.72896,1,1669511,30.40396,-97.69895,1-Metric/South Congress-SB
8948,2016-12-16T05:51:58-06:00,4.02336,1,1669511,30.400742,-97.70297,1-Metric/South Congress-SB
8948,2016-12-16T05:53:58-06:00,0.0,1,1669511,30.39483,-97.70677,1-Metric/South Congress-SB
8948,2016-12-16T05:55:58-06:00,0.0,1,1669511,30.391777,-97.70874,1-Metric/South Congress-SB
8948,2016-12-16T05:57:14-06:00,13.85824,1,1669511,30.390568,-97.709465,1-Metric/South Congress-SB
8948,2016-12-16T05:57:58-06:00,9.83488,1,1669511,30.386387,-97.71178,1-Metric/South Congress-SB
8948,2016-12-16T05:59:58-06:00,0.0,1,1669511,30.38009,-97.71637,1-Metric/South Congress-SB
8948,2016-12-16T06:01:58-06:00,12.51712,1,1669511,30.372583,-97.71703,1-Metric/South Congress-SB
8948,2016-12-16T06:03:58-06:00,11.176,1,1669511,30.368238,-97.70877,1-Metric/South Congress-SB
8948,2016-12-16T06:05:58-06:00,0.0,1,1669511,30.365295,-97.701866,1-Metric/South Congress-SB
8948,2016-12-16T06:07:58-06:00,0.0,1,1669511,30.363728,-97.69857,1-Metric/South Congress-SB
8948,2016-12-16T06:09:15-06:00,2.68224,1,1669511,30.363094,-97.69724,1-Metric/South Congress-SB
8948,2016-12-16T06:09:57-06:00,13.4112,1,1669511,30.36062,-97.69845,1-Metric/South Congress-SB
8948,2016-12-16T06:11:57-06:00,0.0,1,1669511,30.355257,-97.7031,1-Metric/South Congress-SB
8948,2016-12-16T06:13:57-06:00,14.75232,1,1669511,30.351957,-97.707596,1-Metric/South Congress-SB
8948,2016-12-16T06:15:57-06:00,0.0,1,1669511,30.350115,-97.71216,1-Metric/South Congress-SB
8948,2016-12-16T06:17:57-06:00,4.91744,1,1669511,30.350033,-97.711716,1-Metric/South Congress-SB
8948,2016-12-16T06:18:12-06:00,0.0,1,1669511,30.34973,-97.711205,1-Metric/South Congress-SB
8948,2016-12-16T06:19:57-06:00,13.85824,1,1669511,30.342525,-97.71602,1-Metric/South Congress-SB
8948,2016-12-16T06:21:57-06:00,0.0,1,1669511,30.337492,-97.719154,1-Metric/South Congress-SB
8948,2016-12-16T06:23:57-06:00,5.36448,1,1669511,30.331003,-97.723206,1-Metric/South Congress-SB
8948,2016-12-16T06:25:57-06:00,0.0,1,1669511,30.326796,-97.72587,1-Metric/South Congress-SB
8948,2016-12-16T06:26:26-06:00,11.62304,1,1669511,30.32553,-97.72666,1-Metric/South Congress-SB
8948,2016-12-16T06:27:57-06:00,7.59968,1,1669511,30.319233,-97.73068,1-Metric/South Congress-SB
8948,2016-12-16T06:29:56-06:00,0.89408,1,1669511,30.316786,-97.73223,1-Metric/South Congress-SB
8948,2016-12-16T06:31:56-06:00,0.0,1,1669511,30.311148,-97.73293,1-Metric/South Congress-SB
8948,2016-12-16T06:33:56-06:00,0.0,1,1669511,30.30881,-97.73435,1-Metric/South Congress-SB
8948,2016-12-16T06:35:56-06:00,11.176,1,1669511,30.301275,-97.73917,1-Metric/South Congress-SB
8948,2016-12-16T06:37:56-06:00,11.176,1,1669511,30.293217,-97.74177,1-Metric/South Congress-SB
8948,2016-12-16T06:39:56-06:00,0.0,1,1669511,30.288158,-97.74158,1-Metric/South Congress-SB
8948,2016-12-16T06:41:56-06:00,3.57632,1,1669511,30.285793,-97.74177,1-Metric/South Congress-SB
8948,2016-12-16T06:43:56-06:00,0.0,1,1669511,30.279055,-97.742744,1-Metric/South Congress-SB
8948,2016-12-16T06:45:56-06:00,8.49376,1,1669511,30.276196,-97.74376,1-Metric/South Congress-SB
8948,2016-12-16T06:47:56-06:00,0.0,1,1669511,30.27504,-97.74408,1-Metric/South Congress-SB
8948,2016-12-16T06:50:17-06:00,11.176,1,1669511,30.273693,-97.74461,1-Metric/South Congress-SB
8948,2016-12-16T06:51:55-06:00,0.0,1,1669511,30.27108,-97.74557,1-Metric/South Congress-SB
8948,2016-12-16T06:53:55-06:00,5.81152,1,1669511,30.26723,-97.74699,1-Metric/South Congress-SB
8948,2016-12-16T06:55:55-06:00,0.0,1,1669511,30.259888,-97.749146,1-Metric/South Congress-SB
8948,2016-12-16T06:57:55-06:00,11.176,1,1669511,30.25656,-97.74718,1-Metric/South Congress-SB
8948,2016-12-16T06:59:55-06:00,0.0,1,1669511,30.25546,-97.74756,1-Metric/South Congress-SB
8948,2016-12-16T07:01:55-06:00,0.0,1,1669511,30.248144,-97.75025,1-Metric/South Congress-SB
8948,2016-12-16T07:03:55-06:00,9.38784,1,1669511,30.240774,-97.752754,1-Metric/South Congress-SB
8948,2016-12-16T07:05:55-06:00,0.0,1,1669511,30.237997,-97.75433,1-Metric/South Congress-SB
8948,2016-12-16T07:07:13-06:00,13.85824,1,1669511,30.236925,-97.755226,1-Metric/South Congress-SB
8948,2016-12-16T07:07:55-06:00,13.85824,1,1669511,30.232635,-97.75832,1-Metric/South Congress-SB
8948,2016-12-16T07:09:54-06:00,5.81152,1,1669511,30.22675,-97.76194,1-Metric/South Congress-SB
8948,2016-12-16T07:11:54-06:00,0.0,1,1669511,30.223532,-97.76362,1-Metric/South Congress-SB
8948,2016-12-16T07:13:54-06:00,0.0,1,1669511,30.223093,-97.76688,1-Metric/South Congress-SB
8948,2016-12-16T07:15:54-06:00,0.0,1,1669511,30.223064,-97.76688,1-Metric/South Congress-SB
8948,2016-12-16T07:16:54-06:00,4.91744,1,1669511,30.223698,-97.766335,1-Metric/South Congress-SB
8948,2016-12-16T07:17:54-06:00,4.02336,1,1669511,30.22147,-97.76504,1-Metric/South Congress-SB
8948,2016-12-16T07:19:54-06:00,0.0,1,1669511,30.21476,-97.76913,1-Metric/South Congress-SB
8948,2016-12-16T07:21:54-06:00,0.0,1,1669511,30.204254,-97.77514,1-Metric/South Congress-SB
8948,2016-12-16T07:23:54-06:00,11.62304,1,1669511,30.193722,-97.77853,1-Metric/South Congress-SB
8948,2016-12-16T07:25:54-06:00,9.83488,1,1669511,30.19276,-97.77818,1-Metric/South Congress-SB
8948,2016-12-16T07:27:54-06:00,0.0,1,1669511,30.190752,-97.77115,1-Metric/South Congress-SB
8948,2016-12-16T07:29:53-06:00,9.83488,1,1669511,30.193558,-97.76742,1-Metric/South Congress-SB
8948,2016-12-16T07:31:53-06:00,0.0,1,1669511,30.189487,-97.76779,1-Metric/South Congress-SB
8948,2016-12-16T07:33:53-06:00,0.0,1,1669511,30.189405,-97.76783,1-Metric/South Congress-SB
8948,2016-12-16T07:35:53-06:00,0.0,1,1669511,30.189432,-97.76783,1-Metric/South Congress-SB
8948,2016-12-16T07:37:53-06:00,0.0,1,1669511,30.189432,-97.76779,1-Metric/South Congress-SB
8948,2016-12-16T07:39:53-06:00,0.0,1,1669511,30.18946,-97.76783,1-Metric/South Congress-SB
8948,2016-12-16T07:41:53-06:00,0.0,1,1669511,30.189432,-97.76783,1-Metric/South Congress-SB
8948,2016-12-16T07:43:53-06:00,0.0,1,1669511,30.189432,-97.76783,1-Metric/South Congress-SB
8948,2016-12-16T07:45:53-06:00,0.0,1,1669511,30.18946,-97.76783,1-Metric/South Congress-SB
8948,2016-12-16T07:47:53-06:00,0.0,1,1669511,30.18946,-97.76786,1-Metric/South Congress-SB
8948,2016-12-16T07:49:52-06:00,0.0,1,1669511,30.189432,-97.76783,1-Metric/South Congress-SB
8948,2016-12-16T07:51:53-06:00,0.0,1,1669511,30.189432,-97.76783,1-Metric/South Congress-SB
8948,2016-12-16T07:53:53-06:00,0.0,1,1669511,30.189432,-97.76783,1-Metric/South Congress-SB
