ridership,route_id,route_name,route_type,service_period,day
1398,311,311-STASSNEY,Crosstown,Summer 2013,weekday
1525,311,311-STASSNEY,Crosstown,Fall 2013,weekday
1446,311,311-STASSNEY,Crosstown,Spring 2014,weekday
1396,311,311-STASSNEY,Crosstown,Summer 2014,weekday
1500,311,311-STASSNEY,Crosstown,Fall 2014,weekday
1205,311,311-STASSNEY,Crosstown,Spring 2015,weekday
1351,311,311-STASSNEY,Crosstown,Summer 2015,weekday
2604,320,320-ST JOHNS,Crosstown,Spring 2012,weekday
2627,320,320-ST JOHNS,Crosstown,Summer 2012,weekday
2829,320,320-ST JOHNS,Crosstown,Fall 2012,weekday
2766,320,320-ST JOHNS,Crosstown,Spring 2013,weekday
2773,320,320-ST JOHNS,Crosstown,Summer 2013,weekday
2672,320,320-ST JOHNS,Crosstown,Fall 2013,weekday
2681,320,320-ST JOHNS,Crosstown,Spring 2014,weekday
2827,320,320-ST JOHNS,Crosstown,Summer 2014,weekday
2822,320,320-ST JOHNS,Crosstown,Fall 2014,weekday
2620,320,320-ST JOHNS,Crosstown,Spring 2015,weekday
2431,320,320-ST JOHNS,Crosstown,Summer 2015,weekday
947,323,323-ANDERSON,Crosstown,Spring 2012,weekday
960,323,323-ANDERSON,Crosstown,Summer 2012,weekday
998,323,323-ANDERSON,Crosstown,Fall 2012,weekday
948,323,323-ANDERSON,Crosstown,Spring 2013,weekday
1100,323,323-ANDERSON,Crosstown,Summer 2013,weekday
1099,323,323-ANDERSON,Crosstown,Fall 2013,weekday
1125,323,323-ANDERSON,Crosstown,Spring 2014,weekday
1246,323,323-ANDERSON,Crosstown,Summer 2014,weekday
1216,323,323-ANDERSON,Crosstown,Fall 2014,weekday
1044,323,323-ANDERSON,Crosstown,Spring 2015,weekday
1123,323,323-ANDERSON,Crosstown,Summer 2015,weekday
2034,325,325-OHLEN ,Crosstown,Spring 2012,weekday
1794,325,325-OHLEN ,Crosstown,Summer 2012,weekday
2028,325,325-OHLEN ,Crosstown,Fall 2012,weekday
1892,325,325-OHLEN ,Crosstown,Spring 2013,weekday
1997,325,325-OHLEN ,Crosstown,Summer 2013,weekday
1911,325,325-OHLEN ,Crosstown,Fall 2013,weekday
1814,325,325-OHLEN ,Crosstown,Spring 2014,weekday
1842,325,325-OHLEN ,Crosstown,Summer 2014,weekday
1735,325,325-OHLEN ,Crosstown,Fall 2014,weekday
1674,325,325-OHLEN ,Crosstown,Spring 2015,weekday
2135,325,325-OHLEN ,Crosstown,Summer 2015,weekday
3074,331,331-OLTORF,Crosstown,Spring 2012,weekday
2844,331,331-OLTORF,Crosstown,Summer 2012,weekday
2945,331,331-OLTORF,Crosstown,Fall 2012,weekday
3085,331,331-OLTORF,Crosstown,Spring 2013,weekday
2684,331,331-OLTORF,Crosstown,Summer 2013,weekday
2897,331,331-OLTORF,Crosstown,Fall 2013,weekday
2925,331,331-OLTORF,Crosstown,Spring 2014,weekday
2649,331,331-OLTORF,Crosstown,Summer 2014,weekday
2962,331,331-OLTORF,Crosstown,Fall 2014,weekday
2649,331,331-OLTORF,Crosstown,Spring 2015,weekday
2709,331,331-OLTORF,Crosstown,Summer 2015,weekday
1898,333,333-WILLIAM CANNON,Crosstown,Spring 2012,weekday
1729,333,333-WILLIAM CANNON,Crosstown,Summer 2012,weekday
1878,333,333-WILLIAM CANNON,Crosstown,Fall 2012,weekday
1877,333,333-WILLIAM CANNON,Crosstown,Spring 2013,weekday
1719,333,333-WILLIAM CANNON,Crosstown,Summer 2013,weekday
1814,333,333-WILLIAM CANNON,Crosstown,Fall 2013,weekday
1760,333,333-WILLIAM CANNON,Crosstown,Spring 2014,weekday
1717,333,333-WILLIAM CANNON,Crosstown,Summer 2014,weekday
1741,333,333-WILLIAM CANNON,Crosstown,Fall 2014,weekday
1576,333,333-WILLIAM CANNON,Crosstown,Spring 2015,weekday
1426,333,333-WILLIAM CANNON,Crosstown,Summer 2015,weekday
1505,338,338-LAMAR/45TH,Crosstown,Spring 2012,weekday
1448,338,338-LAMAR/45TH,Crosstown,Summer 2012,weekday
1506,338,338-LAMAR/45TH,Crosstown,Fall 2012,weekday
1093,338,338-LAMAR/45TH,Crosstown,Spring 2013,weekday
1080,338,338-LAMAR/45TH,Crosstown,Summer 2013,weekday
1110,338,338-LAMAR/45TH,Crosstown,Fall 2013,weekday
1025,338,338-LAMAR/45TH,Crosstown,Spring 2014,weekday
1054,338,338-LAMAR/45TH,Crosstown,Summer 2014,weekday
958,338,338-LAMAR/45TH,Crosstown,Fall 2014,weekday
827,338,338-LAMAR/45TH,Crosstown,Spring 2015,weekday
840,338,338-LAMAR/45TH,Crosstown,Summer 2015,weekday
2726,350,350-AIRPORT BLVD,Crosstown,Spring 2012,weekday
2804,350,350-AIRPORT BLVD,Crosstown,Summer 2012,weekday
2914,350,350-AIRPORT BLVD,Crosstown,Fall 2012,weekday
2541,350,350-AIRPORT BLVD,Crosstown,Spring 2013,weekday
2497,350,350-AIRPORT BLVD,Crosstown,Summer 2013,weekday
2370,350,350-AIRPORT BLVD,Crosstown,Fall 2013,weekday
2545,350,350-AIRPORT BLVD,Crosstown,Spring 2014,weekday
2719,350,350-AIRPORT BLVD,Crosstown,Summer 2014,weekday
2716,350,350-AIRPORT BLVD,Crosstown,Fall 2014,weekday
2317,350,350-AIRPORT BLVD,Crosstown,Spring 2015,weekday
2312,350,350-AIRPORT BLVD,Crosstown,Summer 2015,weekday
1656,383,383-RESEARCH,Crosstown,Spring 2012,weekday
1791,383,383-RESEARCH,Crosstown,Summer 2012,weekday
1851,383,383-RESEARCH,Crosstown,Fall 2012,weekday
1731,383,383-RESEARCH,Crosstown,Spring 2013,weekday
1850,383,383-RESEARCH,Crosstown,Summer 2013,weekday
1933,383,383-RESEARCH,Crosstown,Fall 2013,weekday
1716,383,383-RESEARCH,Crosstown,Spring 2014,weekday
1832,383,383-RESEARCH,Crosstown,Summer 2014,weekday
1508,383,383-RESEARCH,Crosstown,Fall 2014,weekday
1526,383,383-RESEARCH,Crosstown,Spring 2015,weekday
1574,383,383-RESEARCH,Crosstown,Summer 2015,weekday
666,392,392-BRAKER,Crosstown,Spring 2012,weekday
674,392,392-BRAKER,Crosstown,Summer 2012,weekday
663,392,392-BRAKER,Crosstown,Fall 2012,weekday
652,392,392-BRAKER,Crosstown,Spring 2013,weekday
643,392,392-BRAKER,Crosstown,Summer 2013,weekday
670,392,392-BRAKER,Crosstown,Fall 2013,weekday
577,392,392-BRAKER,Crosstown,Spring 2014,weekday
553,392,392-BRAKER,Crosstown,Summer 2014,weekday
584,392,392-BRAKER,Crosstown,Fall 2014,weekday
458,392,392-BRAKER,Crosstown,Spring 2015,weekday
545,392,392-BRAKER,Crosstown,Summer 2015,weekday
1169.0,410,410-EBUS/WEST CAMPUS,Special Services- Ebus,Spring 2012,weekday
,410,410-EBUS/WEST CAMPUS,Special Services- Ebus,Summer 2012,weekday
1215.0,410,410-EBUS/WEST CAMPUS,Special Services- Ebus,Fall 2012,weekday
1115.0,410,410-EBUS/WEST CAMPUS,Special Services- Ebus,Spring 2013,weekday
,410,410-EBUS/WEST CAMPUS,Special Services- Ebus,Summer 2013,weekday
1463.0,410,410-EBUS/WEST CAMPUS,Special Services- Ebus,Fall 2013,weekday
1304.0,410,410-EBUS/WEST CAMPUS,Special Services- Ebus,Spring 2014,weekday
,410,410-EBUS/WEST CAMPUS,Special Services- Ebus,Summer 2014,weekday
967.0,410,410-EBUS/WEST CAMPUS,Special Services- Ebus,Fall 2014,weekday
816.0,410,410-EBUS/WEST CAMPUS,Special Services- Ebus,Spring 2015,weekday
,410,410-EBUS/WEST CAMPUS,Special Services- Ebus,Summer 2015,weekday
371.0,411,411-EBUS/RIVERSIDE,Special Services- Ebus,Spring 2012,weekday
,411,411-EBUS/RIVERSIDE,Special Services- Ebus,Summer 2012,weekday
375.0,411,411-EBUS/RIVERSIDE,Special Services- Ebus,Fall 2012,weekday
462.0,411,411-EBUS/RIVERSIDE,Special Services- Ebus,Spring 2013,weekday
,411,411-EBUS/RIVERSIDE,Special Services- Ebus,Summer 2013,weekday
378.0,411,411-EBUS/RIVERSIDE,Special Services- Ebus,Fall 2013,weekday
390.0,411,411-EBUS/RIVERSIDE,Special Services- Ebus,Spring 2014,weekday
,411,411-EBUS/RIVERSIDE,Special Services- Ebus,Summer 2014,weekday
265.0,411,411-EBUS/RIVERSIDE,Special Services- Ebus,Fall 2014,weekday
249.0,411,411-EBUS/RIVERSIDE,Special Services- Ebus,Spring 2015,weekday
,411,411-EBUS/RIVERSIDE,Special Services- Ebus,Summer 2015,weekday
641.0,412,412-EBUS/MAIN CAMPUS,Special Services- Ebus,Spring 2012,weekday
,412,412-EBUS/MAIN CAMPUS,Special Services- Ebus,Summer 2012,weekday
591.0,412,412-EBUS/MAIN CAMPUS,Special Services- Ebus,Fall 2012,weekday
643.0,412,412-EBUS/MAIN CAMPUS,Special Services- Ebus,Spring 2013,weekday
,412,412-EBUS/MAIN CAMPUS,Special Services- Ebus,Summer 2013,weekday
486.0,412,412-EBUS/MAIN CAMPUS,Special Services- Ebus,Fall 2013,weekday
646.0,412,412-EBUS/MAIN CAMPUS,Special Services- Ebus,Spring 2014,weekday
,412,412-EBUS/MAIN CAMPUS,Special Services- Ebus,Summer 2014,weekday
515.0,412,412-EBUS/MAIN CAMPUS,Special Services- Ebus,Fall 2014,weekday
347.0,412,412-EBUS/MAIN CAMPUS,Special Services- Ebus,Spring 2015,weekday
,412,412-EBUS/MAIN CAMPUS,Special Services- Ebus,Summer 2015,weekday
62,464,464-MLK-CAPITAL,Special Services - Rail Connectors,Spring 2012,weekday
62,464,464-MLK-CAPITAL,Special Services - Rail Connectors,Summer 2012,weekday
136,464,464-MLK-CAPITAL,Special Services - Rail Connectors,Fall 2012,weekday
68,464,464-MLK-CAPITAL,Special Services - Rail Connectors,Spring 2013,weekday
107,464,464-MLK-CAPITAL,Special Services - Rail Connectors,Summer 2013,weekday
138,464,464-MLK-CAPITAL,Special Services - Rail Connectors,Fall 2013,weekday
121,464,464-MLK-CAPITAL,Special Services - Rail Connectors,Spring 2014,weekday
106,464,464-MLK-CAPITAL,Special Services - Rail Connectors,Summer 2014,weekday
155,464,464-MLK-CAPITAL,Special Services - Rail Connectors,Fall 2014,weekday
107,464,464-MLK-CAPITAL,Special Services - Rail Connectors,Spring 2015,weekday
101,464,464-MLK-CAPITAL,Special Services - Rail Connectors,Summer 2015,weekday
222,465,465-MLK-UT,Special Services - Rail Connectors,Spring 2012,weekday
175,465,465-MLK-UT,Special Services - Rail Connectors,Summer 2012,weekday
336,465,465-MLK-UT,Special Services - Rail Connectors,Fall 2012,weekday
281,465,465-MLK-UT,Special Services - Rail Connectors,Spring 2013,weekday
217,465,465-MLK-UT,Special Services - Rail Connectors,Summer 2013,weekday
339,465,465-MLK-UT,Special Services - Rail Connectors,Fall 2013,weekday
254,465,465-MLK-UT,Special Services - Rail Connectors,Spring 2014,weekday
206,465,465-MLK-UT,Special Services - Rail Connectors,Summer 2014,weekday
243,465,465-MLK-UT,Special Services - Rail Connectors,Fall 2014,weekday
251,465,465-MLK-UT,Special Services - Rail Connectors,Spring 2015,weekday
171,465,465-MLK-UT,Special Services - Rail Connectors,Summer 2015,weekday
70,466,466-KRAMER/DOMAIN,Special Services - Rail Connectors,Spring 2012,weekday
62,466,466-KRAMER/DOMAIN,Special Services - Rail Connectors,Summer 2012,weekday
112,466,466-KRAMER/DOMAIN,Special Services - Rail Connectors,Fall 2012,weekday
83,466,466-KRAMER/DOMAIN,Special Services - Rail Connectors,Spring 2013,weekday
98,466,466-KRAMER/DOMAIN,Special Services - Rail Connectors,Summer 2013,weekday
139,466,466-KRAMER/DOMAIN,Special Services - Rail Connectors,Fall 2013,weekday
134,466,466-KRAMER/DOMAIN,Special Services - Rail Connectors,Spring 2014,weekday
101,466,466-KRAMER/DOMAIN,Special Services - Rail Connectors,Summer 2014,weekday
152,466,466-KRAMER/DOMAIN,Special Services - Rail Connectors,Fall 2014,weekday
79,466,466-KRAMER/DOMAIN,Special Services - Rail Connectors,Spring 2015,weekday
92,466,466-KRAMER/DOMAIN,Special Services - Rail Connectors,Summer 2015,weekday
186,481,481-NIGHT OWL NORTH LAMAR,Special Services - Night Owls,Spring 2012,weekday
124,481,481-NIGHT OWL NORTH LAMAR,Special Services - Night Owls,Summer 2012,weekday
182,481,481-NIGHT OWL NORTH LAMAR,Special Services - Night Owls,Fall 2012,weekday
175,481,481-NIGHT OWL NORTH LAMAR,Special Services - Night Owls,Spring 2013,weekday
250,481,481-NIGHT OWL NORTH LAMAR,Special Services - Night Owls,Summer 2013,weekday
212,481,481-NIGHT OWL NORTH LAMAR,Special Services - Night Owls,Fall 2013,weekday
301,481,481-NIGHT OWL NORTH LAMAR,Special Services - Night Owls,Spring 2014,weekday
251,481,481-NIGHT OWL NORTH LAMAR,Special Services - Night Owls,Summer 2014,weekday
224,481,481-NIGHT OWL NORTH LAMAR,Special Services - Night Owls,Fall 2014,weekday
225,481,481-NIGHT OWL NORTH LAMAR,Special Services - Night Owls,Spring 2015,weekday
216,481,481-NIGHT OWL NORTH LAMAR,Special Services - Night Owls,Summer 2015,weekday
24.0,482,482-NIGHT OWL EAST,Special Services - Night Owls,Spring 2012,weekday
23.0,482,482-NIGHT OWL EAST,Special Services - Night Owls,Summer 2012,weekday
,482,482-NIGHT OWL EAST,Special Services - Night Owls,Fall 2012,weekday
,482,482-NIGHT OWL EAST,Special Services - Night Owls,Spring 2013,weekday
,482,482-NIGHT OWL EAST,Special Services - Night Owls,Summer 2013,weekday
,482,482-NIGHT OWL EAST,Special Services - Night Owls,Fall 2013,weekday
,482,482-NIGHT OWL EAST,Special Services - Night Owls,Spring 2014,weekday
,482,482-NIGHT OWL EAST,Special Services - Night Owls,Summer 2014,weekday
,482,482-NIGHT OWL EAST,Special Services - Night Owls,Fall 2014,weekday
,482,482-NIGHT OWL EAST,Special Services - Night Owls,Spring 2015,weekday
,482,482-NIGHT OWL EAST,Special Services - Night Owls,Summer 2015,weekday
93,483,483-NIGHT OWL RIVERSIDE,Special Services - Night Owls,Spring 2012,weekday
59,483,483-NIGHT OWL RIVERSIDE,Special Services - Night Owls,Summer 2012,weekday
110,483,483-NIGHT OWL RIVERSIDE,Special Services - Night Owls,Fall 2012,weekday
118,483,483-NIGHT OWL RIVERSIDE,Special Services - Night Owls,Spring 2013,weekday
136,483,483-NIGHT OWL RIVERSIDE,Special Services - Night Owls,Summer 2013,weekday
144,483,483-NIGHT OWL RIVERSIDE,Special Services - Night Owls,Fall 2013,weekday
151,483,483-NIGHT OWL RIVERSIDE,Special Services - Night Owls,Spring 2014,weekday
116,483,483-NIGHT OWL RIVERSIDE,Special Services - Night Owls,Summer 2014,weekday
134,483,483-NIGHT OWL RIVERSIDE,Special Services - Night Owls,Fall 2014,weekday
123,483,483-NIGHT OWL RIVERSIDE,Special Services - Night Owls,Spring 2015,weekday
137,483,483-NIGHT OWL RIVERSIDE,Special Services - Night Owls,Summer 2015,weekday
34,484,484-NIGHT OWL SOUTH LAMAR,Special Services - Night Owls,Spring 2012,weekday
45,484,484-NIGHT OWL SOUTH LAMAR,Special Services - Night Owls,Summer 2012,weekday
48,484,484-NIGHT OWL SOUTH LAMAR,Special Services - Night Owls,Fall 2012,weekday
49,484,484-NIGHT OWL SOUTH LAMAR,Special Services - Night Owls,Spring 2013,weekday
54,484,484-NIGHT OWL SOUTH LAMAR,Special Services - Night Owls,Summer 2013,weekday
59,484,484-NIGHT OWL SOUTH LAMAR,Special Services - Night Owls,Fall 2013,weekday
56,484,484-NIGHT OWL SOUTH LAMAR,Special Services - Night Owls,Spring 2014,weekday
79,484,484-NIGHT OWL SOUTH LAMAR,Special Services - Night Owls,Summer 2014,weekday
55,484,484-NIGHT OWL SOUTH LAMAR,Special Services - Night Owls,Fall 2014,weekday
50,484,484-NIGHT OWL SOUTH LAMAR,Special Services - Night Owls,Spring 2015,weekday
48,484,484-NIGHT OWL SOUTH LAMAR,Special Services - Night Owls,Summer 2015,weekday
57,485,485-NIGHT OWL CAMERON,Special Services - Night Owls,Spring 2012,weekday
52,485,485-NIGHT OWL CAMERON,Special Services - Night Owls,Summer 2012,weekday
85,485,485-NIGHT OWL CAMERON,Special Services - Night Owls,Fall 2012,weekday
99,485,485-NIGHT OWL CAMERON,Special Services - Night Owls,Spring 2013,weekday
96,485,485-NIGHT OWL CAMERON,Special Services - Night Owls,Summer 2013,weekday
78,485,485-NIGHT OWL CAMERON,Special Services - Night Owls,Fall 2013,weekday
109,485,485-NIGHT OWL CAMERON,Special Services - Night Owls,Spring 2014,weekday
89,485,485-NIGHT OWL CAMERON,Special Services - Night Owls,Summer 2014,weekday
109,485,485-NIGHT OWL CAMERON,Special Services - Night Owls,Fall 2014,weekday
93,485,485-NIGHT OWL CAMERON,Special Services - Night Owls,Spring 2015,weekday
96,485,485-NIGHT OWL CAMERON,Special Services - Night Owls,Summer 2015,weekday
78,486,486-NIGHT OWL SOUTH CONGRESS,Special Services - Night Owls,Spring 2012,weekday
74,486,486-NIGHT OWL SOUTH CONGRESS,Special Services - Night Owls,Summer 2012,weekday
118,486,486-NIGHT OWL SOUTH CONGRESS,Special Services - Night Owls,Fall 2012,weekday
122,486,486-NIGHT OWL SOUTH CONGRESS,Special Services - Night Owls,Spring 2013,weekday
114,486,486-NIGHT OWL SOUTH CONGRESS,Special Services - Night Owls,Summer 2013,weekday
109,486,486-NIGHT OWL SOUTH CONGRESS,Special Services - Night Owls,Fall 2013,weekday
127,486,486-NIGHT OWL SOUTH CONGRESS,Special Services - Night Owls,Spring 2014,weekday
143,486,486-NIGHT OWL SOUTH CONGRESS,Special Services - Night Owls,Summer 2014,weekday
154,486,486-NIGHT OWL SOUTH CONGRESS,Special Services - Night Owls,Fall 2014,weekday
139,486,486-NIGHT OWL SOUTH CONGRESS,Special Services - Night Owls,Spring 2015,weekday
134,486,486-NIGHT OWL SOUTH CONGRESS,Special Services - Night Owls,Summer 2015,weekday
25,490,490-HEB SHUTTLE,Special Services - Senior,Spring 2012,weekday
28,490,490-HEB SHUTTLE,Special Services - Senior,Summer 2012,weekday
60,490,490-HEB SHUTTLE,Special Services - Senior,Fall 2012,weekday
23,490,490-HEB SHUTTLE,Special Services - Senior,Spring 2013,weekday
24,490,490-HEB SHUTTLE,Special Services - Senior,Summer 2013,weekday
30,490,490-HEB SHUTTLE,Special Services - Senior,Fall 2013,weekday
29,490,490-HEB SHUTTLE,Special Services - Senior,Spring 2014,weekday
33,490,490-HEB SHUTTLE,Special Services - Senior,Summer 2014,weekday
35,490,490-HEB SHUTTLE,Special Services - Senior,Fall 2014,weekday
31,490,490-HEB SHUTTLE,Special Services - Senior,Spring 2015,weekday
27,490,490-HEB SHUTTLE,Special Services - Senior,Summer 2015,weekday
30,491,491-ALLANDALE (151),Special Services - Senior,Spring 2012,weekday
38,491,491-ALLANDALE (151),Special Services - Senior,Summer 2012,weekday
37,491,491-ALLANDALE (151),Special Services - Senior,Fall 2012,weekday
25,491,491-ALLANDALE (151),Special Services - Senior,Spring 2013,weekday
31,491,491-ALLANDALE (151),Special Services - Senior,Summer 2013,weekday
36,491,491-ALLANDALE (151),Special Services - Senior,Fall 2013,weekday
28,491,491-ALLANDALE (151),Special Services - Senior,Spring 2014,weekday
29,491,491-ALLANDALE (151),Special Services - Senior,Summer 2014,weekday
29,491,491-ALLANDALE (151),Special Services - Senior,Fall 2014,weekday
23,491,491-ALLANDALE (151),Special Services - Senior,Spring 2015,weekday
13,491,491-ALLANDALE (151),Special Services - Senior,Summer 2015,weekday
75,492,492-DELWOOD (161),Special Services - Senior,Spring 2012,weekday
55,492,492-DELWOOD (161),Special Services - Senior,Summer 2012,weekday
61,492,492-DELWOOD (161),Special Services - Senior,Fall 2012,weekday
62,492,492-DELWOOD (161),Special Services - Senior,Spring 2013,weekday
44,492,492-DELWOOD (161),Special Services - Senior,Summer 2013,weekday
46,492,492-DELWOOD (161),Special Services - Senior,Fall 2013,weekday
39,492,492-DELWOOD (161),Special Services - Senior,Spring 2014,weekday
48,492,492-DELWOOD (161),Special Services - Senior,Summer 2014,weekday
57,492,492-DELWOOD (161),Special Services - Senior,Fall 2014,weekday
65,492,492-DELWOOD (161),Special Services - Senior,Spring 2015,weekday
36,492,492-DELWOOD (161),Special Services - Senior,Summer 2015,weekday
2193,550,550-METRO RAIL RED LINE,MetroRail,Spring 2012,weekday
2318,550,550-METRO RAIL RED LINE,MetroRail,Summer 2012,weekday
2527,550,550-METRO RAIL RED LINE,MetroRail,Fall 2012,weekday
2637,550,550-METRO RAIL RED LINE,MetroRail,Spring 2013,weekday
2515,550,550-METRO RAIL RED LINE,MetroRail,Summer 2013,weekday
2849,550,550-METRO RAIL RED LINE,MetroRail,Fall 2013,weekday
2760,550,550-METRO RAIL RED LINE,MetroRail,Spring 2014,weekday
2631,550,550-METRO RAIL RED LINE,MetroRail,Summer 2014,weekday
3175,550,550-METRO RAIL RED LINE,MetroRail,Fall 2014,weekday
2738,550,550-METRO RAIL RED LINE,MetroRail,Spring 2015,weekday
2575,550,550-METRO RAIL RED LINE,MetroRail,Summer 2015,weekday
5763,640,640-FA FORTY ACRES,UT Shuttle,Spring 2012,weekday
1063,640,640-FA FORTY ACRES,UT Shuttle,Summer 2012,weekday
6290,640,640-FA FORTY ACRES,UT Shuttle,Fall 2012,weekday
5399,640,640-FA FORTY ACRES,UT Shuttle,Spring 2013,weekday
1046,640,640-FA FORTY ACRES,UT Shuttle,Summer 2013,weekday
4892,640,640-FA FORTY ACRES,UT Shuttle,Fall 2013,weekday
4641,640,640-FA FORTY ACRES,UT Shuttle,Spring 2014,weekday
854,640,640-FA FORTY ACRES,UT Shuttle,Summer 2014,weekday
3771,640,640-FA FORTY ACRES,UT Shuttle,Fall 2014,weekday
3697,640,640-FA FORTY ACRES,UT Shuttle,Spring 2015,weekday
1077,640,640-FA FORTY ACRES,UT Shuttle,Summer 2015,weekday
1921,641,641-EC EAST CAMPUS,UT Shuttle,Spring 2012,weekday
351,641,641-EC EAST CAMPUS,UT Shuttle,Summer 2012,weekday
1518,641,641-EC EAST CAMPUS,UT Shuttle,Fall 2012,weekday
1171,641,641-EC EAST CAMPUS,UT Shuttle,Spring 2013,weekday
383,641,641-EC EAST CAMPUS,UT Shuttle,Summer 2013,weekday
1435,641,641-EC EAST CAMPUS,UT Shuttle,Fall 2013,weekday
1350,641,641-EC EAST CAMPUS,UT Shuttle,Spring 2014,weekday
319,641,641-EC EAST CAMPUS,UT Shuttle,Summer 2014,weekday
1181,641,641-EC EAST CAMPUS,UT Shuttle,Fall 2014,weekday
1113,641,641-EC EAST CAMPUS,UT Shuttle,Spring 2015,weekday
371,641,641-EC EAST CAMPUS,UT Shuttle,Summer 2015,weekday
4867,642,642-WC WEST CAMPUS/UT,UT Shuttle,Spring 2012,weekday
1043,642,642-WC WEST CAMPUS/UT,UT Shuttle,Summer 2012,weekday
5077,642,642-WC WEST CAMPUS/UT,UT Shuttle,Fall 2012,weekday
5009,642,642-WC WEST CAMPUS/UT,UT Shuttle,Spring 2013,weekday
1134,642,642-WC WEST CAMPUS/UT,UT Shuttle,Summer 2013,weekday
4223,642,642-WC WEST CAMPUS/UT,UT Shuttle,Fall 2013,weekday
4028,642,642-WC WEST CAMPUS/UT,UT Shuttle,Spring 2014,weekday
1148,642,642-WC WEST CAMPUS/UT,UT Shuttle,Summer 2014,weekday
4498,642,642-WC WEST CAMPUS/UT,UT Shuttle,Fall 2014,weekday
3927,642,642-WC WEST CAMPUS/UT,UT Shuttle,Spring 2015,weekday
1215,642,642-WC WEST CAMPUS/UT,UT Shuttle,Summer 2015,weekday
835.0,651,651-CR CAMERON RD/UT,UT Shuttle,Spring 2012,weekday
379.0,651,651-CR CAMERON RD/UT,UT Shuttle,Summer 2012,weekday
962.0,651,651-CR CAMERON RD/UT,UT Shuttle,Fall 2012,weekday
869.0,651,651-CR CAMERON RD/UT,UT Shuttle,Spring 2013,weekday
390.0,651,651-CR CAMERON RD/UT,UT Shuttle,Summer 2013,weekday
1072.0,651,651-CR CAMERON RD/UT,UT Shuttle,Fall 2013,weekday
594.0,651,651-CR CAMERON RD/UT,UT Shuttle,Spring 2014,weekday
,651,651-CR CAMERON RD/UT,UT Shuttle,Summer 2014,weekday
,651,651-CR CAMERON RD/UT,UT Shuttle,Fall 2014,weekday
,651,651-CR CAMERON RD/UT,UT Shuttle,Spring 2015,weekday
,651,651-CR CAMERON RD/UT,UT Shuttle,Summer 2015,weekday
288.0,652,652-PRC PICKLE RESEARCH CAMPUS,UT Shuttle,Spring 2012,weekday
149.0,652,652-PRC PICKLE RESEARCH CAMPUS,UT Shuttle,Summer 2012,weekday
243.0,652,652-PRC PICKLE RESEARCH CAMPUS,UT Shuttle,Fall 2012,weekday
254.0,652,652-PRC PICKLE RESEARCH CAMPUS,UT Shuttle,Spring 2013,weekday
163.0,652,652-PRC PICKLE RESEARCH CAMPUS,UT Shuttle,Summer 2013,weekday
217.0,652,652-PRC PICKLE RESEARCH CAMPUS,UT Shuttle,Fall 2013,weekday
248.0,652,652-PRC PICKLE RESEARCH CAMPUS,UT Shuttle,Spring 2014,weekday
170.0,652,652-PRC PICKLE RESEARCH CAMPUS,UT Shuttle,Summer 2014,weekday
,652,652-PRC PICKLE RESEARCH CAMPUS,UT Shuttle,Fall 2014,weekday
,652,652-PRC PICKLE RESEARCH CAMPUS,UT Shuttle,Spring 2015,weekday
,652,652-PRC PICKLE RESEARCH CAMPUS,UT Shuttle,Summer 2015,weekday
2050,653,653-RR RED RIVER/UT,UT Shuttle,Spring 2012,weekday
491,653,653-RR RED RIVER/UT,UT Shuttle,Summer 2012,weekday
2155,653,653-RR RED RIVER/UT,UT Shuttle,Fall 2012,weekday
1948,653,653-RR RED RIVER/UT,UT Shuttle,Spring 2013,weekday
567,653,653-RR RED RIVER/UT,UT Shuttle,Summer 2013,weekday
1914,653,653-RR RED RIVER/UT,UT Shuttle,Fall 2013,weekday
1872,653,653-RR RED RIVER/UT,UT Shuttle,Spring 2014,weekday
502,653,653-RR RED RIVER/UT,UT Shuttle,Summer 2014,weekday
1892,653,653-RR RED RIVER/UT,UT Shuttle,Fall 2014,weekday
1708,653,653-RR RED RIVER/UT,UT Shuttle,Spring 2015,weekday
555,653,653-RR RED RIVER/UT,UT Shuttle,Summer 2015,weekday
3926,656,656-IF INTRAMURAL FIELDS/UT,UT Shuttle,Spring 2012,weekday
700,656,656-IF INTRAMURAL FIELDS/UT,UT Shuttle,Summer 2012,weekday
3807,656,656-IF INTRAMURAL FIELDS/UT,UT Shuttle,Fall 2012,weekday
3715,656,656-IF INTRAMURAL FIELDS/UT,UT Shuttle,Spring 2013,weekday
759,656,656-IF INTRAMURAL FIELDS/UT,UT Shuttle,Summer 2013,weekday
3827,656,656-IF INTRAMURAL FIELDS/UT,UT Shuttle,Fall 2013,weekday
3355,656,656-IF INTRAMURAL FIELDS/UT,UT Shuttle,Spring 2014,weekday
639,656,656-IF INTRAMURAL FIELDS/UT,UT Shuttle,Summer 2014,weekday
2936,656,656-IF INTRAMURAL FIELDS/UT,UT Shuttle,Fall 2014,weekday
2583,656,656-IF INTRAMURAL FIELDS/UT,UT Shuttle,Spring 2015,weekday
728,656,656-IF INTRAMURAL FIELDS/UT,UT Shuttle,Summer 2015,weekday
4313,661,661-FW FAR WEST/UT,UT Shuttle,Spring 2012,weekday
1521,661,661-FW FAR WEST/UT,UT Shuttle,Summer 2012,weekday
4694,661,661-FW FAR WEST/UT,UT Shuttle,Fall 2012,weekday
4193,661,661-FW FAR WEST/UT,UT Shuttle,Spring 2013,weekday
