ridership,route_id,route_name,route_type,service_period,day
23.8,801,MetroRapid 801-N Lamar S Congress,MetroRapid,Spring 2014,saturday
17.1,801,MetroRapid 801-N Lamar S Congress,MetroRapid,Summer 2014,saturday
26.8,801,MetroRapid 801-N Lamar S Congress,MetroRapid,Fall 2014,saturday
19.8,801,MetroRapid 801-N Lamar S Congress,MetroRapid,Spring 2015,saturday
16.9,801,MetroRapid 801-N Lamar S Congress,MetroRapid,Summer 2015,saturday
,803,MetroRapid 803 S LAMAR BURNET,MetroRapid,Spring 2012,saturday
,803,MetroRapid 803 S LAMAR BURNET,MetroRapid,Summer 2012,saturday
,803,MetroRapid 803 S LAMAR BURNET,MetroRapid,Fall 2012,saturday
,803,MetroRapid 803 S LAMAR BURNET,MetroRapid,Spring 2013,saturday
,803,MetroRapid 803 S LAMAR BURNET,MetroRapid,Summer 2013,saturday
,803,MetroRapid 803 S LAMAR BURNET,MetroRapid,Fall 2013,saturday
,803,MetroRapid 803 S LAMAR BURNET,MetroRapid,Spring 2014,saturday
,803,MetroRapid 803 S LAMAR BURNET,MetroRapid,Summer 2014,saturday
20.8,803,MetroRapid 803 S LAMAR BURNET,MetroRapid,Fall 2014,saturday
14.2,803,MetroRapid 803 S LAMAR BURNET,MetroRapid,Spring 2015,saturday
11.8,803,MetroRapid 803 S LAMAR BURNET,MetroRapid,Summer 2015,saturday
,935,935-TECH RIDGE EXPRESS,Express,Spring 2012,saturday
,935,935-TECH RIDGE EXPRESS,Express,Summer 2012,saturday
,935,935-TECH RIDGE EXPRESS,Express,Fall 2012,saturday
,935,935-TECH RIDGE EXPRESS,Express,Spring 2013,saturday
,935,935-TECH RIDGE EXPRESS,Express,Summer 2013,saturday
,935,935-TECH RIDGE EXPRESS,Express,Fall 2013,saturday
,935,935-TECH RIDGE EXPRESS,Express,Spring 2014,saturday
,935,935-TECH RIDGE EXPRESS,Express,Summer 2014,saturday
,935,935-TECH RIDGE EXPRESS,Express,Fall 2014,saturday
,935,935-TECH RIDGE EXPRESS,Express,Spring 2015,saturday
,935,935-TECH RIDGE EXPRESS,Express,Summer 2015,saturday
,970,970-AMD/LANTANA CAMPUS,Express,Spring 2012,saturday
,970,970-AMD/LANTANA CAMPUS,Express,Summer 2012,saturday
,970,970-AMD/LANTANA CAMPUS,Express,Fall 2012,saturday
,970,970-AMD/LANTANA CAMPUS,Express,Spring 2013,saturday
,970,970-AMD/LANTANA CAMPUS,Express,Summer 2013,saturday
,970,970-AMD/LANTANA CAMPUS,Express,Fall 2013,saturday
,970,970-AMD/LANTANA CAMPUS,Express,Spring 2014,saturday
,970,970-AMD/LANTANA CAMPUS,Express,Summer 2014,saturday
,970,970-AMD/LANTANA CAMPUS,Express,Fall 2014,saturday
,970,970-AMD/LANTANA CAMPUS,Express,Spring 2015,saturday
,970,970-AMD/LANTANA CAMPUS,Express,Summer 2015,saturday
,982,982-PAVILLION EXPRESS,Express,Spring 2012,saturday
,982,982-PAVILLION EXPRESS,Express,Summer 2012,saturday
,982,982-PAVILLION EXPRESS,Express,Fall 2012,saturday
,982,982-PAVILLION EXPRESS,Express,Spring 2013,saturday
,982,982-PAVILLION EXPRESS,Express,Summer 2013,saturday
,982,982-PAVILLION EXPRESS,Express,Fall 2013,saturday
,982,982-PAVILLION EXPRESS,Express,Spring 2014,saturday
,982,982-PAVILLION EXPRESS,Express,Summer 2014,saturday
,982,982-PAVILLION EXPRESS,Express,Fall 2014,saturday
,982,982-PAVILLION EXPRESS,Express,Spring 2015,saturday
,982,982-PAVILLION EXPRESS,Express,Summer 2015,saturday
,983,983-N US183 EXPRESS,Express,Spring 2012,saturday
,983,983-N US183 EXPRESS,Express,Summer 2012,saturday
,983,983-N US183 EXPRESS,Express,Fall 2012,saturday
,983,983-N US183 EXPRESS,Express,Spring 2013,saturday
,983,983-N US183 EXPRESS,Express,Summer 2013,saturday
,983,983-N US183 EXPRESS,Express,Fall 2013,saturday
,983,983-N US183 EXPRESS,Express,Spring 2014,saturday
,983,983-N US183 EXPRESS,Express,Summer 2014,saturday
,983,983-N US183 EXPRESS,Express,Fall 2014,saturday
,983,983-N US183 EXPRESS,Express,Spring 2015,saturday
,983,983-N US183 EXPRESS,Express,Summer 2015,saturday
,985,985-LEANDER LAKELINE DIRECT,Express,Spring 2012,saturday
,985,985-LEANDER LAKELINE DIRECT,Express,Summer 2012,saturday
,985,985-LEANDER LAKELINE DIRECT,Express,Fall 2012,saturday
,985,985-LEANDER LAKELINE DIRECT,Express,Spring 2013,saturday
,985,985-LEANDER LAKELINE DIRECT,Express,Summer 2013,saturday
,985,985-LEANDER LAKELINE DIRECT,Express,Fall 2013,saturday
,985,985-LEANDER LAKELINE DIRECT,Express,Spring 2014,saturday
,985,985-LEANDER LAKELINE DIRECT,Express,Summer 2014,saturday
,985,985-LEANDER LAKELINE DIRECT,Express,Fall 2014,saturday
,985,985-LEANDER LAKELINE DIRECT,Express,Spring 2015,saturday
,985,985-LEANDER LAKELINE DIRECT,Express,Summer 2015,saturday
,987,987-LEANDER/NW EXPRESS,Express,Spring 2012,saturday
,987,987-LEANDER/NW EXPRESS,Express,Summer 2012,saturday
,987,987-LEANDER/NW EXPRESS,Express,Fall 2012,saturday
,987,987-LEANDER/NW EXPRESS,Express,Spring 2013,saturday
,987,987-LEANDER/NW EXPRESS,Express,Summer 2013,saturday
,987,987-LEANDER/NW EXPRESS,Express,Fall 2013,saturday
,987,987-LEANDER/NW EXPRESS,Express,Spring 2014,saturday
,987,987-LEANDER/NW EXPRESS,Express,Summer 2014,saturday
,987,987-LEANDER/NW EXPRESS,Express,Fall 2014,saturday
,987,987-LEANDER/NW EXPRESS,Express,Spring 2015,saturday
,987,987-LEANDER/NW EXPRESS,Express,Summer 2015,saturday
,990,990-MANOR/ELGIN EXPRESS,Express,Spring 2012,saturday
,990,990-MANOR/ELGIN EXPRESS,Express,Summer 2012,saturday
,990,990-MANOR/ELGIN EXPRESS,Express,Fall 2012,saturday
,990,990-MANOR/ELGIN EXPRESS,Express,Spring 2013,saturday
,990,990-MANOR/ELGIN EXPRESS,Express,Summer 2013,saturday
,990,990-MANOR/ELGIN EXPRESS,Express,Fall 2013,saturday
,990,990-MANOR/ELGIN EXPRESS,Express,Spring 2014,saturday
,990,990-MANOR/ELGIN EXPRESS,Express,Summer 2014,saturday
,990,990-MANOR/ELGIN EXPRESS,Express,Fall 2014,saturday
,990,990-MANOR/ELGIN EXPRESS,Express,Spring 2015,saturday
,990,990-MANOR/ELGIN EXPRESS,Express,Summer 2015,saturday
41.3,1,1-NORTH LAMAR/SOUTH CONGRESS,Local,Spring 2012,sunday
39.2,1,1-NORTH LAMAR/SOUTH CONGRESS,Local,Summer 2012,sunday
42.5,1,1-NORTH LAMAR/SOUTH CONGRESS,Local,Fall 2012,sunday
42.7,1,1-NORTH LAMAR/SOUTH CONGRESS,Local,Spring 2013,sunday
42.9,1,1-NORTH LAMAR/SOUTH CONGRESS,Local,Summer 2013,sunday
42.0,1,1-NORTH LAMAR/SOUTH CONGRESS,Local,Fall 2013,sunday
38.0,1,1-NORTH LAMAR/SOUTH CONGRESS,Local,Spring 2014,sunday
35.2,1,1-NORTH LAMAR/SOUTH CONGRESS,Local,Summer 2014,sunday
37.1,1,1-NORTH LAMAR/SOUTH CONGRESS,Local,Fall 2014,sunday
28.8,1,1-NORTH LAMAR/SOUTH CONGRESS,Local,Spring 2015,sunday
30.9,1,1-NORTH LAMAR/SOUTH CONGRESS,Local,Summer 2015,sunday
21.3,2,2-ROSEWOOD,Local,Spring 2012,sunday
23.3,2,2-ROSEWOOD,Local,Summer 2012,sunday
18.8,2,2-ROSEWOOD,Local,Fall 2012,sunday
21.1,2,2-ROSEWOOD,Local,Spring 2013,sunday
21.1,2,2-ROSEWOOD,Local,Summer 2013,sunday
20.3,2,2-ROSEWOOD,Local,Fall 2013,sunday
21.2,2,2-ROSEWOOD,Local,Spring 2014,sunday
22.1,2,2-ROSEWOOD,Local,Summer 2014,sunday
17.3,2,2-ROSEWOOD,Local,Fall 2014,sunday
15.9,2,2-ROSEWOOD,Local,Spring 2015,sunday
18.3,2,2-ROSEWOOD,Local,Summer 2015,sunday
26.3,3,3-BURNET/MANCHACA,Local,Spring 2012,sunday
24.7,3,3-BURNET/MANCHACA,Local,Summer 2012,sunday
29.2,3,3-BURNET/MANCHACA,Local,Fall 2012,sunday
29.7,3,3-BURNET/MANCHACA,Local,Spring 2013,sunday
27.0,3,3-BURNET/MANCHACA,Local,Summer 2013,sunday
29.1,3,3-BURNET/MANCHACA,Local,Fall 2013,sunday
25.8,3,3-BURNET/MANCHACA,Local,Spring 2014,sunday
27.2,3,3-BURNET/MANCHACA,Local,Summer 2014,sunday
26.1,3,3-BURNET/MANCHACA,Local,Fall 2014,sunday
23.6,3,3-BURNET/MANCHACA,Local,Spring 2015,sunday
24.6,3,3-BURNET/MANCHACA,Local,Summer 2015,sunday
21.7,4,4-MONTOPOLIS,Local,Spring 2012,sunday
26.2,4,4-MONTOPOLIS,Local,Summer 2012,sunday
26.5,4,4-MONTOPOLIS,Local,Fall 2012,sunday
25.7,4,4-MONTOPOLIS,Local,Spring 2013,sunday
25.0,4,4-MONTOPOLIS,Local,Summer 2013,sunday
26.8,4,4-MONTOPOLIS,Local,Fall 2013,sunday
28.3,4,4-MONTOPOLIS,Local,Spring 2014,sunday
24.6,4,4-MONTOPOLIS,Local,Summer 2014,sunday
22.3,4,4-MONTOPOLIS,Local,Fall 2014,sunday
18.9,4,4-MONTOPOLIS,Local,Spring 2015,sunday
21.6,4,4-MONTOPOLIS,Local,Summer 2015,sunday
16.3,5,5-WOODROW/SOUTH 5TH,Local,Spring 2012,sunday
14.5,5,5-WOODROW/SOUTH 5TH,Local,Summer 2012,sunday
16.7,5,5-WOODROW/SOUTH 5TH,Local,Fall 2012,sunday
17.1,5,5-WOODROW/SOUTH 5TH,Local,Spring 2013,sunday
15.7,5,5-WOODROW/SOUTH 5TH,Local,Summer 2013,sunday
17.1,5,5-WOODROW/SOUTH 5TH,Local,Fall 2013,sunday
16.7,5,5-WOODROW/SOUTH 5TH,Local,Spring 2014,sunday
17.2,5,5-WOODROW/SOUTH 5TH,Local,Summer 2014,sunday
15.1,5,5-WOODROW/SOUTH 5TH,Local,Fall 2014,sunday
14.6,5,5-WOODROW/SOUTH 5TH,Local,Spring 2015,sunday
14.1,5,5-WOODROW/SOUTH 5TH,Local,Summer 2015,sunday
17.0,6,6-EAST 12TH,Local,Spring 2012,sunday
17.1,6,6-EAST 12TH,Local,Summer 2012,sunday
17.6,6,6-EAST 12TH,Local,Fall 2012,sunday
17.0,6,6-EAST 12TH,Local,Spring 2013,sunday
18.4,6,6-EAST 12TH,Local,Summer 2013,sunday
13.8,6,6-EAST 12TH,Local,Fall 2013,sunday
14.8,6,6-EAST 12TH,Local,Spring 2014,sunday
15.2,6,6-EAST 12TH,Local,Summer 2014,sunday
14.2,6,6-EAST 12TH,Local,Fall 2014,sunday
9.9,6,6-EAST 12TH,Local,Spring 2015,sunday
14.8,6,6-EAST 12TH,Local,Summer 2015,sunday
32.5,7,7-DUVAL / DOVE SPRINGS,Local,Spring 2012,sunday
29.8,7,7-DUVAL / DOVE SPRINGS,Local,Summer 2012,sunday
34.1,7,7-DUVAL / DOVE SPRINGS,Local,Fall 2012,sunday
34.6,7,7-DUVAL / DOVE SPRINGS,Local,Spring 2013,sunday
34.1,7,7-DUVAL / DOVE SPRINGS,Local,Summer 2013,sunday
31.4,7,7-DUVAL / DOVE SPRINGS,Local,Fall 2013,sunday
31.8,7,7-DUVAL / DOVE SPRINGS,Local,Spring 2014,sunday
33.2,7,7-DUVAL / DOVE SPRINGS,Local,Summer 2014,sunday
33.2,7,7-DUVAL / DOVE SPRINGS,Local,Fall 2014,sunday
28.5,7,7-DUVAL / DOVE SPRINGS,Local,Spring 2015,sunday
29.5,7,7-DUVAL / DOVE SPRINGS,Local,Summer 2015,sunday
28.0,10,10-SOUTH 1ST/RED RIVER,Local,Spring 2012,sunday
26.6,10,10-SOUTH 1ST/RED RIVER,Local,Summer 2012,sunday
26.4,10,10-SOUTH 1ST/RED RIVER,Local,Fall 2012,sunday
28.1,10,10-SOUTH 1ST/RED RIVER,Local,Spring 2013,sunday
25.1,10,10-SOUTH 1ST/RED RIVER,Local,Summer 2013,sunday
27.1,10,10-SOUTH 1ST/RED RIVER,Local,Fall 2013,sunday
29.3,10,10-SOUTH 1ST/RED RIVER,Local,Spring 2014,sunday
28.3,10,10-SOUTH 1ST/RED RIVER,Local,Summer 2014,sunday
27.9,10,10-SOUTH 1ST/RED RIVER,Local,Fall 2014,sunday
24.5,10,10-SOUTH 1ST/RED RIVER,Local,Spring 2015,sunday
24.5,10,10-SOUTH 1ST/RED RIVER,Local,Summer 2015,sunday
26.0,17,17-CESAR CHAVEZ,Local,Spring 2012,sunday
27.7,17,17-CESAR CHAVEZ,Local,Summer 2012,sunday
25.6,17,17-CESAR CHAVEZ,Local,Fall 2012,sunday
24.3,17,17-CESAR CHAVEZ,Local,Spring 2013,sunday
27.7,17,17-CESAR CHAVEZ,Local,Summer 2013,sunday
24.0,17,17-CESAR CHAVEZ,Local,Fall 2013,sunday
24.0,17,17-CESAR CHAVEZ,Local,Spring 2014,sunday
31.4,17,17-CESAR CHAVEZ,Local,Summer 2014,sunday
29.3,17,17-CESAR CHAVEZ,Local,Fall 2014,sunday
28.4,17,17-CESAR CHAVEZ,Local,Spring 2015,sunday
30.2,17,17-CESAR CHAVEZ,Local,Summer 2015,sunday
12.4,18,18-MARTIN LUTHER KING,Local,Spring 2012,sunday
10.6,18,18-MARTIN LUTHER KING,Local,Summer 2012,sunday
12.9,18,18-MARTIN LUTHER KING,Local,Fall 2012,sunday
12.2,18,18-MARTIN LUTHER KING,Local,Spring 2013,sunday
10.5,18,18-MARTIN LUTHER KING,Local,Summer 2013,sunday
10.9,18,18-MARTIN LUTHER KING,Local,Fall 2013,sunday
13.9,18,18-MARTIN LUTHER KING,Local,Spring 2014,sunday
16.9,18,18-MARTIN LUTHER KING,Local,Summer 2014,sunday
16.4,18,18-MARTIN LUTHER KING,Local,Fall 2014,sunday
13.4,18,18-MARTIN LUTHER KING,Local,Spring 2015,sunday
11.9,18,18-MARTIN LUTHER KING,Local,Summer 2015,sunday
11.8,19,19-BULL CREEK,Local,Spring 2012,sunday
10.7,19,19-BULL CREEK,Local,Summer 2012,sunday
12.2,19,19-BULL CREEK,Local,Fall 2012,sunday
12.0,19,19-BULL CREEK,Local,Spring 2013,sunday
12.2,19,19-BULL CREEK,Local,Summer 2013,sunday
17.9,19,19-BULL CREEK,Local,Fall 2013,sunday
14.9,19,19-BULL CREEK,Local,Spring 2014,sunday
12.9,19,19-BULL CREEK,Local,Summer 2014,sunday
12.7,19,19-BULL CREEK,Local,Fall 2014,sunday
9.1,19,19-BULL CREEK,Local,Spring 2015,sunday
11.5,19,19-BULL CREEK,Local,Summer 2015,sunday
30.1,20,20-MANOR RD/RIVERSIDE,Local,Spring 2012,sunday
30.2,20,20-MANOR RD/RIVERSIDE,Local,Summer 2012,sunday
32.9,20,20-MANOR RD/RIVERSIDE,Local,Fall 2012,sunday
28.2,20,20-MANOR RD/RIVERSIDE,Local,Spring 2013,sunday
28.7,20,20-MANOR RD/RIVERSIDE,Local,Summer 2013,sunday
28.5,20,20-MANOR RD/RIVERSIDE,Local,Fall 2013,sunday
26.2,20,20-MANOR RD/RIVERSIDE,Local,Spring 2014,sunday
28.1,20,20-MANOR RD/RIVERSIDE,Local,Summer 2014,sunday
29.2,20,20-MANOR RD/RIVERSIDE,Local,Fall 2014,sunday
25.3,20,20-MANOR RD/RIVERSIDE,Local,Spring 2015,sunday
27.1,20,20-MANOR RD/RIVERSIDE,Local,Summer 2015,sunday
12.7,21,21-EXPOSITION,Local,Spring 2012,sunday
11.2,21,21-EXPOSITION,Local,Summer 2012,sunday
12.0,21,21-EXPOSITION,Local,Fall 2012,sunday
12.7,21,21-EXPOSITION,Local,Spring 2013,sunday
11.6,21,21-EXPOSITION,Local,Summer 2013,sunday
13.1,21,21-EXPOSITION,Local,Fall 2013,sunday
14.1,21,21-EXPOSITION,Local,Spring 2014,sunday
12.2,21,21-EXPOSITION,Local,Summer 2014,sunday
11.9,21,21-EXPOSITION,Local,Fall 2014,sunday
11.0,21,21-EXPOSITION,Local,Spring 2015,sunday
11.1,21,21-EXPOSITION,Local,Summer 2015,sunday
13.2,22,22-CHICON,Local,Spring 2012,sunday
12.5,22,22-CHICON,Local,Summer 2012,sunday
13.1,22,22-CHICON,Local,Fall 2012,sunday
14.6,22,22-CHICON,Local,Spring 2013,sunday
13.4,22,22-CHICON,Local,Summer 2013,sunday
14.1,22,22-CHICON,Local,Fall 2013,sunday
11.9,22,22-CHICON,Local,Spring 2014,sunday
13.2,22,22-CHICON,Local,Summer 2014,sunday
11.4,22,22-CHICON,Local,Fall 2014,sunday
11.0,22,22-CHICON,Local,Spring 2015,sunday
11.4,22,22-CHICON,Local,Summer 2015,sunday
17.4,30,30-BARTON CREEK SQ,Local,Spring 2012,sunday
20.1,30,30-BARTON CREEK SQ,Local,Summer 2012,sunday
19.4,30,30-BARTON CREEK SQ,Local,Fall 2012,sunday
18.9,30,30-BARTON CREEK SQ,Local,Spring 2013,sunday
21.4,30,30-BARTON CREEK SQ,Local,Summer 2013,sunday
17.8,30,30-BARTON CREEK SQ,Local,Fall 2013,sunday
16.7,30,30-BARTON CREEK SQ,Local,Spring 2014,sunday
21.5,30,30-BARTON CREEK SQ,Local,Summer 2014,sunday
17.7,30,30-BARTON CREEK SQ,Local,Fall 2014,sunday
16.0,30,30-BARTON CREEK SQ,Local,Spring 2015,sunday
18.3,30,30-BARTON CREEK SQ,Local,Summer 2015,sunday
21.3,37,37-COLONY PARK/WINDSOR PARK,Local,Spring 2012,sunday
22.7,37,37-COLONY PARK/WINDSOR PARK,Local,Summer 2012,sunday
19.7,37,37-COLONY PARK/WINDSOR PARK,Local,Fall 2012,sunday
24.3,37,37-COLONY PARK/WINDSOR PARK,Local,Spring 2013,sunday
23.8,37,37-COLONY PARK/WINDSOR PARK,Local,Summer 2013,sunday
24.4,37,37-COLONY PARK/WINDSOR PARK,Local,Fall 2013,sunday
18.4,37,37-COLONY PARK/WINDSOR PARK,Local,Spring 2014,sunday
26.4,37,37-COLONY PARK/WINDSOR PARK,Local,Summer 2014,sunday
23.8,37,37-COLONY PARK/WINDSOR PARK,Local,Fall 2014,sunday
20.1,37,37-COLONY PARK/WINDSOR PARK,Local,Spring 2015,sunday
21.1,37,37-COLONY PARK/WINDSOR PARK,Local,Summer 2015,sunday
13.3,100,100-AIRPORT FLYER,Limited/Flyer,Spring 2012,sunday
13.8,100,100-AIRPORT FLYER,Limited/Flyer,Summer 2012,sunday
17.5,100,100-AIRPORT FLYER,Limited/Flyer,Fall 2012,sunday
19.6,100,100-AIRPORT FLYER,Limited/Flyer,Spring 2013,sunday
15.7,100,100-AIRPORT FLYER,Limited/Flyer,Summer 2013,sunday
18.6,100,100-AIRPORT FLYER,Limited/Flyer,Fall 2013,sunday
17.5,100,100-AIRPORT FLYER,Limited/Flyer,Spring 2014,sunday
13.8,100,100-AIRPORT FLYER,Limited/Flyer,Summer 2014,sunday
16.4,100,100-AIRPORT FLYER,Limited/Flyer,Fall 2014,sunday
15.1,100,100-AIRPORT FLYER,Limited/Flyer,Spring 2015,sunday
14.2,100,100-AIRPORT FLYER,Limited/Flyer,Summer 2015,sunday
,101,101-N LAMAR/S CONGRESS LTD,Limited/Flyer,Spring 2012,sunday
,101,101-N LAMAR/S CONGRESS LTD,Limited/Flyer,Summer 2012,sunday
,101,101-N LAMAR/S CONGRESS LTD,Limited/Flyer,Fall 2012,sunday
,101,101-N LAMAR/S CONGRESS LTD,Limited/Flyer,Spring 2013,sunday
,101,101-N LAMAR/S CONGRESS LTD,Limited/Flyer,Summer 2013,sunday
,101,101-N LAMAR/S CONGRESS LTD,Limited/Flyer,Fall 2013,sunday
,101,101-N LAMAR/S CONGRESS LTD,Limited/Flyer,Spring 2014,sunday
,101,101-N LAMAR/S CONGRESS LTD,Limited/Flyer,Summer 2014,sunday
,101,101-N LAMAR/S CONGRESS LTD,Limited/Flyer,Fall 2014,sunday
,101,101-N LAMAR/S CONGRESS LTD,Limited/Flyer,Spring 2015,sunday
,101,101-N LAMAR/S CONGRESS LTD,Limited/Flyer,Summer 2015,sunday
,103,103-MANCHACA FLYER,Limited/Flyer,Spring 2012,sunday
,103,103-MANCHACA FLYER,Limited/Flyer,Summer 2012,sunday
,103,103-MANCHACA FLYER,Limited/Flyer,Fall 2012,sunday
,103,103-MANCHACA FLYER,Limited/Flyer,Spring 2013,sunday
,103,103-MANCHACA FLYER,Limited/Flyer,Summer 2013,sunday
,103,103-MANCHACA FLYER,Limited/Flyer,Fall 2013,sunday
,103,103-MANCHACA FLYER,Limited/Flyer,Spring 2014,sunday
,103,103-MANCHACA FLYER,Limited/Flyer,Summer 2014,sunday
,103,103-MANCHACA FLYER,Limited/Flyer,Fall 2014,sunday
,103,103-MANCHACA FLYER,Limited/Flyer,Spring 2015,sunday
,103,103-MANCHACA FLYER,Limited/Flyer,Summer 2015,sunday
,110,110-SOUTH CENTRAL FLYER,Limited/Flyer,Spring 2012,sunday
,110,110-SOUTH CENTRAL FLYER,Limited/Flyer,Summer 2012,sunday
,110,110-SOUTH CENTRAL FLYER,Limited/Flyer,Fall 2012,sunday
,110,110-SOUTH CENTRAL FLYER,Limited/Flyer,Spring 2013,sunday
,110,110-SOUTH CENTRAL FLYER,Limited/Flyer,Summer 2013,sunday
,110,110-SOUTH CENTRAL FLYER,Limited/Flyer,Fall 2013,sunday
,110,110-SOUTH CENTRAL FLYER,Limited/Flyer,Spring 2014,sunday
,110,110-SOUTH CENTRAL FLYER,Limited/Flyer,Summer 2014,sunday
,110,110-SOUTH CENTRAL FLYER,Limited/Flyer,Fall 2014,sunday
,110,110-SOUTH CENTRAL FLYER,Limited/Flyer,Spring 2015,sunday
,110,110-SOUTH CENTRAL FLYER,Limited/Flyer,Summer 2015,sunday
,111,111-SOUTH MOPAC FLYER,Limited/Flyer,Spring 2012,sunday
,111,111-SOUTH MOPAC FLYER,Limited/Flyer,Summer 2012,sunday
,111,111-SOUTH MOPAC FLYER,Limited/Flyer,Fall 2012,sunday
,111,111-SOUTH MOPAC FLYER,Limited/Flyer,Spring 2013,sunday
,111,111-SOUTH MOPAC FLYER,Limited/Flyer,Summer 2013,sunday
,111,111-SOUTH MOPAC FLYER,Limited/Flyer,Fall 2013,sunday
,111,111-SOUTH MOPAC FLYER,Limited/Flyer,Spring 2014,sunday
,111,111-SOUTH MOPAC FLYER,Limited/Flyer,Summer 2014,sunday
,111,111-SOUTH MOPAC FLYER,Limited/Flyer,Fall 2014,sunday
,111,111-SOUTH MOPAC FLYER,Limited/Flyer,Spring 2015,sunday
,111,111-SOUTH MOPAC FLYER,Limited/Flyer,Summer 2015,sunday
,122,122-FOUR POINTS LIMITED,Limited/Flyer,Spring 2012,sunday
,122,122-FOUR POINTS LIMITED,Limited/Flyer,Summer 2012,sunday
,122,122-FOUR POINTS LIMITED,Limited/Flyer,Fall 2012,sunday
,122,122-FOUR POINTS LIMITED,Limited/Flyer,Spring 2013,sunday
,122,122-FOUR POINTS LIMITED,Limited/Flyer,Summer 2013,sunday
,122,122-FOUR POINTS LIMITED,Limited/Flyer,Fall 2013,sunday
,122,122-FOUR POINTS LIMITED,Limited/Flyer,Spring 2014,sunday
,122,122-FOUR POINTS LIMITED,Limited/Flyer,Summer 2014,sunday
,122,122-FOUR POINTS LIMITED,Limited/Flyer,Fall 2014,sunday
,122,122-FOUR POINTS LIMITED,Limited/Flyer,Spring 2015,sunday
,122,122-FOUR POINTS LIMITED,Limited/Flyer,Summer 2015,sunday
,127,127-DOVE SPRINGS FLYER,Limited/Flyer,Spring 2012,sunday
,127,127-DOVE SPRINGS FLYER,Limited/Flyer,Summer 2012,sunday
,127,127-DOVE SPRINGS FLYER,Limited/Flyer,Fall 2012,sunday
,127,127-DOVE SPRINGS FLYER,Limited/Flyer,Spring 2013,sunday
,127,127-DOVE SPRINGS FLYER,Limited/Flyer,Summer 2013,sunday
,127,127-DOVE SPRINGS FLYER,Limited/Flyer,Fall 2013,sunday
,127,127-DOVE SPRINGS FLYER,Limited/Flyer,Spring 2014,sunday
,127,127-DOVE SPRINGS FLYER,Limited/Flyer,Summer 2014,sunday
,127,127-DOVE SPRINGS FLYER,Limited/Flyer,Fall 2014,sunday
,127,127-DOVE SPRINGS FLYER,Limited/Flyer,Spring 2015,sunday
,127,127-DOVE SPRINGS FLYER,Limited/Flyer,Summer 2015,sunday
,135,135-DELL LIMITED,Limited/Flyer,Spring 2012,sunday
,135,135-DELL LIMITED,Limited/Flyer,Summer 2012,sunday
,135,135-DELL LIMITED,Limited/Flyer,Fall 2012,sunday
,135,135-DELL LIMITED,Limited/Flyer,Spring 2013,sunday
,135,135-DELL LIMITED,Limited/Flyer,Summer 2013,sunday
,135,135-DELL LIMITED,Limited/Flyer,Fall 2013,sunday
,135,135-DELL LIMITED,Limited/Flyer,Spring 2014,sunday
,135,135-DELL LIMITED,Limited/Flyer,Summer 2014,sunday
,135,135-DELL LIMITED,Limited/Flyer,Fall 2014,sunday
,135,135-DELL LIMITED,Limited/Flyer,Spring 2015,sunday
,135,135-DELL LIMITED,Limited/Flyer,Summer 2015,sunday
,142,142-METRIC FLYER,Limited/Flyer,Spring 2012,sunday
,142,142-METRIC FLYER,Limited/Flyer,Summer 2012,sunday
,142,142-METRIC FLYER,Limited/Flyer,Fall 2012,sunday
,142,142-METRIC FLYER,Limited/Flyer,Spring 2013,sunday
,142,142-METRIC FLYER,Limited/Flyer,Summer 2013,sunday
,142,142-METRIC FLYER,Limited/Flyer,Fall 2013,sunday
,142,142-METRIC FLYER,Limited/Flyer,Spring 2014,sunday
,142,142-METRIC FLYER,Limited/Flyer,Summer 2014,sunday
,142,142-METRIC FLYER,Limited/Flyer,Fall 2014,sunday
,142,142-METRIC FLYER,Limited/Flyer,Spring 2015,sunday
,142,142-METRIC FLYER,Limited/Flyer,Summer 2015,sunday
,171,171-OAK HILL FLYER,Limited/Flyer,Spring 2012,sunday
,171,171-OAK HILL FLYER,Limited/Flyer,Summer 2012,sunday
,171,171-OAK HILL FLYER,Limited/Flyer,Fall 2012,sunday
,171,171-OAK HILL FLYER,Limited/Flyer,Spring 2013,sunday
,171,171-OAK HILL FLYER,Limited/Flyer,Summer 2013,sunday
,171,171-OAK HILL FLYER,Limited/Flyer,Fall 2013,sunday
,171,171-OAK HILL FLYER,Limited/Flyer,Spring 2014,sunday
,171,171-OAK HILL FLYER,Limited/Flyer,Summer 2014,sunday
,171,171-OAK HILL FLYER,Limited/Flyer,Fall 2014,sunday
,171,171-OAK HILL FLYER,Limited/Flyer,Spring 2015,sunday
,171,171-OAK HILL FLYER,Limited/Flyer,Summer 2015,sunday
18.2,201,201-SOUTHPARK MEADOWS,Feeder,Spring 2012,sunday
16.8,201,201-SOUTHPARK MEADOWS,Feeder,Summer 2012,sunday
14.2,201,201-SOUTHPARK MEADOWS,Feeder,Fall 2012,sunday
17.7,201,201-SOUTHPARK MEADOWS,Feeder,Spring 2013,sunday
18.5,201,201-SOUTHPARK MEADOWS,Feeder,Summer 2013,sunday
17.6,201,201-SOUTHPARK MEADOWS,Feeder,Fall 2013,sunday
19.1,201,201-SOUTHPARK MEADOWS,Feeder,Spring 2014,sunday
20.6,201,201-SOUTHPARK MEADOWS,Feeder,Summer 2014,sunday
21.4,201,201-SOUTHPARK MEADOWS,Feeder,Fall 2014,sunday
